"","gene_id","gene_name","entrezid","gene_biotype","gene_seq_start","gene_seq_end","seq_name","seq_strand","seq_coord_system","symbol","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000259958","ENSG00000259958","KAT2A",NA,"protein_coding",40269360,40277610,"HG185_PATCH",-1,NA,"KAT2A",0,0,0,0,0,0,0,0
"ENSG00000259959","ENSG00000259959","RP11-121C2.2",NA,"lincRNA",47842139,47846356,"4",-1,NA,"RP11-121C2.2",23,17,36,21,33,58,20,28
"ENSG00000259960","ENSG00000259960","TRBJ2-2P",NA,"TR_J_gene",142557590,142557635,"HG7_PATCH",1,NA,"TRBJ2-2P",0,0,0,0,0,0,0,0
"ENSG00000259961","ENSG00000259961","RP4-597A16.2",NA,"antisense",13839715,13842765,"1",1,NA,"RP4-597A16.2",0,0,0,0,0,0,0,0
"ENSG00000259962","ENSG00000259962","RP11-44F14.4",NA,"pseudogene",53395931,53397590,"16",-1,NA,"RP11-44F14.4",0,0,0,0,0,0,0,0
"ENSG00000259963","ENSG00000259963","RP11-185J20.2",NA,"pseudogene",6771787,6771961,"16",1,NA,"RP11-185J20.2",0,0,0,0,0,0,0,0
"ENSG00000259964","ENSG00000259964","RP11-673C5.2",NA,"antisense",71439989,71481381,"15",-1,NA,"RP11-673C5.2",0,0,0,0,0,0,1,0
"ENSG00000259965","ENSG00000259965","CTA-313A17.3",NA,"pseudogene",101980596,101982395,"HG115_PATCH",1,NA,"CTA-313A17.3",0,0,0,0,0,0,0,0
"ENSG00000259966","ENSG00000259966","RP11-652G5.1",NA,"pseudogene",32611620,32626960,"16",1,NA,"RP11-652G5.1",0,0,0,0,0,0,0,0
"ENSG00000259967","ENSG00000259967","RP11-2E17.2",NA,"lincRNA",80458265,80459322,"15",1,NA,"RP11-2E17.2",0,0,0,0,0,0,0,0
"ENSG00000259968","ENSG00000259968","RP11-428C6.2",NA,"lincRNA",73248765,73249839,"5",1,NA,"RP11-428C6.2",0,0,0,0,0,0,0,0
"ENSG00000259969","ENSG00000259969","RP11-999E24.3",NA,"sense_overlapping",58460263,58461243,"14",-1,NA,"RP11-999E24.3",12,4,1,4,5,1,8,9
"ENSG00000259970","ENSG00000259970","AC099668.5",NA,"processed_transcript",49721913,49722416,"3",-1,NA,"AC099668.5",0,0,0,0,0,0,0,0
"ENSG00000259971","ENSG00000259971","RP11-44L9.3",NA,"lincRNA",73545075,73545553,"16",1,NA,"RP11-44L9.3",0,0,0,0,0,0,0,0
"ENSG00000259972","ENSG00000259972","AC009120.6",NA,"antisense",74339100,74369244,"16",-1,NA,"AC009120.6",22,14,22,14,33,27,23,12
"ENSG00000259973","ENSG00000259973","IL9RP2",NA,"pseudogene",130394,136265,"HG905_PATCH",-1,NA,"IL9RP2",0,0,0,0,0,0,0,0
"ENSG00000259974","ENSG00000259974","LINC00261",NA,"lincRNA",22528309,22559280,"20",-1,NA,"LINC00261",0,0,0,0,0,0,0,0
"ENSG00000259976","ENSG00000259976","RP11-553L6.5",NA,"lincRNA",114033348,114035026,"3",-1,NA,"RP11-553L6.5",204,174,232,152,205,171,164,102
"ENSG00000259977","ENSG00000259977","AL121578.2",NA,"lincRNA",37765400,37808658,"X",1,NA,"AL121578.2",0,0,0,0,1,2,0,0
"ENSG00000259978","ENSG00000259978","MRPS21P8",NA,"pseudogene",49798365,49798599,"16",1,NA,"MRPS21P8",0,0,0,0,0,0,0,0
"ENSG00000259979","ENSG00000259979","VN1R68P",NA,"pseudogene",34352609,34353327,"16",-1,NA,"VN1R68P",0,0,0,0,0,0,0,0
"ENSG00000259980","ENSG00000259980","MRPL45",NA,"protein_coding",36452989,36479101,"HG745_PATCH",1,NA,"MRPL45",0,0,0,0,0,0,0,0
"ENSG00000259981","ENSG00000259981","AF096876.1",NA,"lincRNA",31462035,31470154,"21",1,NA,"AF096876.1",0,0,0,0,0,0,0,0
"ENSG00000259982","ENSG00000259982","CDC37P1",NA,"pseudogene",28711615,28712861,"16",-1,NA,"CDC37P1",1,3,4,1,8,4,0,1
"ENSG00000259983","ENSG00000259983","RP11-169E6.3",NA,"pseudogene",47047868,47048276,"16",1,NA,"RP11-169E6.3",0,0,0,0,0,0,0,0
"ENSG00000259984","ENSG00000259984","RP11-335G20.7",NA,"pseudogene",25662920,25663956,"1",-1,NA,"RP11-335G20.7",1,3,2,1,5,0,2,5
"ENSG00000259985","ENSG00000259985","RP11-549B18.1",NA,"antisense",29265618,29266786,"18",1,NA,"RP11-549B18.1",1,0,1,0,0,0,3,0
"ENSG00000259986","ENSG00000259986","RP11-382A20.4",NA,"antisense",83847934,84108197,"15",1,NA,"RP11-382A20.4",0,0,0,0,0,1,0,0
"ENSG00000259987","ENSG00000259987","CTD-2522B17.4",NA,"pseudogene",33943723,33944473,"16",-1,NA,"CTD-2522B17.4",0,0,0,0,0,0,0,0
"ENSG00000259988","ENSG00000259988","C20orf166-AS1",NA,"antisense",61119399,61126582,"HG506_HG507_HG1000_PATCH",-1,NA,"C20orf166-AS1",0,0,0,0,0,0,0,0
"ENSG00000259989","ENSG00000259989","CTD-2555A7.1",NA,"lincRNA",89050440,89061777,"16",1,NA,"CTD-2555A7.1",0,0,0,0,0,0,0,0
"ENSG00000259990","ENSG00000259990","RP11-598D12.1",NA,"pseudogene",33815861,33816297,"16",-1,NA,"RP11-598D12.1",0,0,0,0,0,0,0,0
"ENSG00000259991","ENSG00000259991","OR4C13",NA,"protein_coding",49973943,49974971,"HG281_PATCH",1,NA,"OR4C13",0,0,0,0,0,0,0,0
"ENSG00000259992","ENSG00000259992","RP11-77K12.8",NA,"processed_transcript",75575297,75642343,"16",-1,NA,"RP11-77K12.8",0,0,0,0,0,0,0,0
"ENSG00000259993","ENSG00000259993","RP11-261B23.1",NA,"pseudogene",30515220,30517767,"15",1,NA,"RP11-261B23.1",0,0,0,0,1,2,1,1
"ENSG00000259994","ENSG00000259994","RP11-305E6.4",NA,"sense_overlapping",30591755,30594995,"10",-1,NA,"RP11-305E6.4",21,18,12,19,17,13,11,24
"ENSG00000259995","ENSG00000259995","CTD-2336H13.2",NA,"lincRNA",76770239,76962066,"16",1,NA,"CTD-2336H13.2",0,0,0,1,0,0,0,0
"ENSG00000259996","ENSG00000259996","RARRES2P8",NA,"pseudogene",34777650,34778016,"16",-1,NA,"RARRES2P8",0,0,0,0,0,0,0,0
"ENSG00000259997","ENSG00000259997","IGHV1OR16-4",NA,"IG_V_pseudogene",33013654,33013942,"16",1,NA,"IGHV1OR16-4",0,0,0,0,0,0,0,0
"ENSG00000259998","ENSG00000259998","RP11-753D20.4",NA,"lincRNA",88624584,88626935,"14",-1,NA,"RP11-753D20.4",0,0,0,0,0,0,0,0
"ENSG00000259999","ENSG00000259999","RP11-252K23.1",NA,"sense_intronic",75355788,75358946,"16",-1,NA,"RP11-252K23.1",0,1,0,0,0,0,0,0
"ENSG00000260000","ENSG00000260000","RP3-467N11.1",NA,"antisense",101329347,101330863,"6",1,NA,"RP3-467N11.1",16,7,19,8,20,21,12,11
"ENSG00000260001","ENSG00000260001","TGFBR3L",NA,"protein_coding",7981030,7983982,"19",1,NA,"TGFBR3L",6,7,4,6,11,19,6,8
"ENSG00000260002","ENSG00000260002","RP11-1049H7.2",NA,"lincRNA",1981650,1983729,"HG19_PATCH",1,NA,"RP11-1049H7.2",0,0,0,0,0,0,0,0
"ENSG00000260003","ENSG00000260003","RP11-279O17.2",NA,"lincRNA",8326265,8345702,"16",-1,NA,"RP11-279O17.2",0,0,0,0,0,0,0,0
"ENSG00000260004","ENSG00000260004","RP11-351A20.2",NA,"lincRNA",65635004,65635601,"16",-1,NA,"RP11-351A20.2",0,0,0,0,0,0,0,0
"ENSG00000260005","ENSG00000260005","AC027601.1",NA,"antisense",79202507,79207783,"17",1,NA,"AC027601.1",6,11,17,7,13,17,5,18
"ENSG00000260006","ENSG00000260006","RP11-469M7.1",NA,"lincRNA",201689396,201692061,"2",1,NA,"RP11-469M7.1",16,18,16,23,26,24,12,14
"ENSG00000260007","ENSG00000260007","RP11-315D16.2",NA,"protein_coding",68486139,68522056,"15",-1,NA,"RP11-315D16.2",0,0,0,0,0,0,0,0
"ENSG00000260008","ENSG00000260008","RP11-732A21.2",NA,"sense_overlapping",101978617,101980573,"11",1,NA,"RP11-732A21.2",1,1,0,0,0,1,1,0
"ENSG00000260009","ENSG00000260009","RP11-65J21.1",NA,"lincRNA",14456966,14464123,"16",-1,NA,"RP11-65J21.1",0,0,0,0,0,0,0,0
"ENSG00000260010","ENSG00000260010","ZNF720P1",NA,"pseudogene",31612914,31614852,"16",-1,NA,"ZNF720P1",1,0,3,3,2,4,1,2
"ENSG00000260011","ENSG00000260011","RP13-20L14.1",NA,"lincRNA",80338986,80340566,"17",-1,NA,"RP13-20L14.1",0,3,1,1,0,3,2,1
"ENSG00000260012","ENSG00000260012","RP11-329J18.4",NA,"pseudogene",47296652,47297411,"16",1,NA,"RP11-329J18.4",0,1,1,1,2,0,0,0
"ENSG00000260013","ENSG00000260013","APOOP5",NA,"pseudogene",59788365,59788930,"16",-1,NA,"APOOP5",0,0,0,0,0,0,1,0
"ENSG00000260014","ENSG00000260014","LSM3P5",NA,"pseudogene",78389426,78389731,"16",1,NA,"LSM3P5",0,0,0,0,0,0,0,0
"ENSG00000260015","ENSG00000260015","RP11-510M2.5",NA,"sense_intronic",71573737,71575728,"16",-1,NA,"RP11-510M2.5",0,0,1,0,0,0,0,0
"ENSG00000260016","ENSG00000260016","LINC01054",NA,"antisense",115095034,115099423,"HG531_PATCH",-1,NA,"LINC01054",0,0,0,0,0,0,0,0
"ENSG00000260017","ENSG00000260017","RP11-1035H13.2",NA,"antisense",18814405,18823503,"16",1,NA,"RP11-1035H13.2",0,0,0,0,0,0,0,0
"ENSG00000260018","ENSG00000260018","RP11-505K9.1",NA,"antisense",84150656,84151176,"16",1,NA,"RP11-505K9.1",4,8,14,5,9,8,7,5
"ENSG00000260019","ENSG00000260019","RP11-218F4.1",NA,"lincRNA",26256574,26301249,"17",-1,NA,"RP11-218F4.1",0,0,0,0,0,0,0,0
"ENSG00000260020","ENSG00000260020","U85056.3",NA,"pseudogene",190986386,190987070,"HG1032_PATCH",1,NA,"U85056.3",0,0,0,0,0,0,0,0
"ENSG00000260021","ENSG00000260021","RP11-480I12.10",NA,"antisense",202779366,202779957,"1",-1,NA,"RP11-480I12.10",1,1,0,0,0,0,0,1
"ENSG00000260022","ENSG00000260022","LA16c-306A4.1",NA,"antisense",933780,935090,"16",1,NA,"LA16c-306A4.1",4,4,5,1,4,3,4,6
"ENSG00000260023","ENSG00000260023","RP11-49C24.1",NA,"lincRNA",70610204,70611571,"16",1,NA,"RP11-49C24.1",13,11,16,13,8,14,11,6
"ENSG00000260024","ENSG00000260024","MRPS21P7",NA,"pseudogene",49741917,49742154,"16",1,NA,"MRPS21P7",0,0,0,0,0,0,0,0
"ENSG00000260025","ENSG00000260025","RP11-490M8.1",NA,"lincRNA",36581892,36582257,"2",-1,NA,"RP11-490M8.1",42,24,44,46,27,57,33,32
"ENSG00000260026","ENSG00000260026","CTD-2015G9.1",NA,"lincRNA",86754294,86755560,"16",-1,NA,"CTD-2015G9.1",0,0,0,0,0,0,0,0
"ENSG00000260027","ENSG00000260027","HOXB7",NA,"protein_coding",46684594,46710934,"17",-1,NA,"HOXB7",78,74,129,90,15,23,79,114
"ENSG00000260028","ENSG00000260028","TRBV16",NA,"TR_V_gene",142339652,142340105,"HG7_PATCH",1,NA,"TRBV16",0,0,0,0,0,0,0,0
"ENSG00000260029","ENSG00000260029","RP11-401P9.1",NA,"antisense",50585735,50587851,"16",-1,NA,"RP11-401P9.1",0,0,0,0,0,0,0,0
"ENSG00000260030","ENSG00000260030","RP11-686F15.2",NA,"lincRNA",54148142,54155888,"12",1,NA,"RP11-686F15.2",0,0,0,0,0,0,0,0
"ENSG00000260031","ENSG00000260031","RPL10P14",NA,"pseudogene",50185191,50185488,"16",-1,NA,"RPL10P14",0,0,0,0,0,0,1,0
"ENSG00000260032","ENSG00000260032","LINC00657",NA,"lincRNA",34633544,34638882,"20",-1,NA,"LINC00657",8838,7992,11879,7485,9903,13489,7859,9297
"ENSG00000260033","ENSG00000260033","CTC-527H23.1",NA,"pseudogene",48634087,48634555,"16",1,NA,"CTC-527H23.1",0,0,1,0,0,0,0,1
"ENSG00000260034","ENSG00000260034","RP11-266L9.2",NA,"antisense",25151898,25160353,"16",-1,NA,"RP11-266L9.2",6,1,7,2,5,9,9,3
"ENSG00000260035","ENSG00000260035","CTD-2651B20.6",NA,"sense_intronic",45492523,45492830,"15",-1,NA,"CTD-2651B20.6",0,0,0,0,0,0,0,0
"ENSG00000260036","ENSG00000260036","RP11-178D12.2",NA,"pseudogene",55734833,55735555,"15",-1,NA,"RP11-178D12.2",1,1,1,0,3,1,2,2
"ENSG00000260037","ENSG00000260037","CTD-2524L6.3",NA,"antisense",72110737,72115725,"15",1,NA,"CTD-2524L6.3",1,0,0,1,6,3,0,1
"ENSG00000260038","ENSG00000260038","RP11-407G23.4",NA,"sense_intronic",57281262,57282404,"16",1,NA,"RP11-407G23.4",5,2,5,1,3,3,2,0
"ENSG00000260039","ENSG00000260039","TNRC18P3",NA,"pseudogene",57059581,57076842,"HG736_PATCH",1,NA,"TNRC18P3",0,0,0,0,0,0,0,0
"ENSG00000260040","ENSG00000260040","KEL",NA,"protein_coding",142701710,142723277,"HG7_PATCH",-1,NA,"KEL",0,0,0,0,0,0,0,0
"ENSG00000260041","ENSG00000260041","RP11-355E10.1",NA,"lincRNA",56143449,56170912,"16",1,NA,"RP11-355E10.1",0,0,0,0,0,0,0,0
"ENSG00000260042","ENSG00000260042","CTD-2034I21.1",NA,"lincRNA",50890525,50913189,"16",-1,NA,"CTD-2034I21.1",0,0,0,0,0,0,0,0
"ENSG00000260045","ENSG00000260045","STAM",NA,"protein_coding",17686124,17757913,"HG544_PATCH",1,NA,"STAM",0,0,0,0,0,0,0,0
"ENSG00000260046","ENSG00000260046","RP11-454K7.3",NA,"lincRNA",45838418,45840042,"14",1,NA,"RP11-454K7.3",3,2,5,0,2,3,3,3
"ENSG00000260047","ENSG00000260047","RP11-989E6.2",NA,"pseudogene",32881306,32883370,"16",1,NA,"RP11-989E6.2",1,2,0,1,1,2,0,0
"ENSG00000260048","ENSG00000260048","IGHV1OR16-3",NA,"IG_V_pseudogene",32070405,32070693,"16",1,NA,"IGHV1OR16-3",0,0,0,0,0,0,0,0
"ENSG00000260049","ENSG00000260049","RP3-404K8.2",NA,"antisense",22260653,22318027,"6",1,NA,"RP3-404K8.2",0,0,0,0,1,0,0,0
"ENSG00000260050","ENSG00000260050","TRBV20-1",NA,"TR_V_gene",142368231,142368981,"HG7_PATCH",1,NA,"TRBV20-1",0,0,0,0,0,0,0,0
"ENSG00000260051","ENSG00000260051","LA16c-390E6.4",NA,"antisense",1501761,1502654,"16",1,NA,"LA16c-390E6.4",7,18,19,3,13,24,19,14
"ENSG00000260052","ENSG00000260052","CTC-527H23.3",NA,"lincRNA",48671054,48672630,"16",1,NA,"CTC-527H23.3",0,1,2,0,2,0,0,0
"ENSG00000260053","ENSG00000260053","ABCB10P4",NA,"pseudogene",28751771,28753954,"15",-1,NA,"ABCB10P4",1,0,0,0,1,1,2,0
"ENSG00000260054","ENSG00000260054","RP11-611L7.1",NA,"lincRNA",6694495,6696063,"7",1,NA,"RP11-611L7.1",233,180,237,121,272,243,200,190
"ENSG00000260055","ENSG00000260055","HLA-P",NA,"pseudogene",29761890,29763899,"HSCHR6_MHC_COX",1,NA,"HLA-P",0,0,0,0,0,0,0,0
"ENSG00000260056","ENSG00000260056","RP11-429J17.5",NA,"antisense",144800416,144801061,"HG104_HG975_PATCH",-1,NA,"RP11-429J17.5",0,0,0,0,0,0,0,0
"ENSG00000260057","ENSG00000260057","RP11-7O14.1",NA,"lincRNA",51796430,51807084,"16",1,NA,"RP11-7O14.1",0,0,0,0,0,0,0,0
"ENSG00000260058","ENSG00000260058","RP11-279O17.3",NA,"lincRNA",8359964,8407862,"16",1,NA,"RP11-279O17.3",0,0,0,0,0,0,0,0
"ENSG00000260059","ENSG00000260059","RP11-231E19.1",NA,"lincRNA",139357233,139359996,"2",-1,NA,"RP11-231E19.1",1,0,0,0,1,1,1,1
"ENSG00000260060","ENSG00000260060","RP11-388M20.1",NA,"antisense",31207452,31208284,"16",1,NA,"RP11-388M20.1",2,1,2,1,1,1,0,0
"ENSG00000260061","ENSG00000260061","RP11-163O19.3",NA,"pseudogene",49904551,49904926,"HG281_PATCH",1,NA,"RP11-163O19.3",0,0,0,0,0,0,0,0
"ENSG00000260062","ENSG00000260062","RP11-299H22.5",NA,"pseudogene",62545929,62562879,"15",-1,NA,"RP11-299H22.5",0,0,0,0,0,0,0,0
"ENSG00000260063","ENSG00000260063","RP5-968P14.2",NA,"antisense",27018623,27020622,"1",-1,NA,"RP5-968P14.2",5,6,11,7,11,11,5,8
"ENSG00000260064","ENSG00000260064","RP11-18F14.4",NA,"sense_intronic",80661448,80662276,"16",-1,NA,"RP11-18F14.4",1,0,0,0,0,0,0,0
"ENSG00000260065","ENSG00000260065","CTA-445C9.15",NA,"lincRNA",26917949,26921002,"22",-1,NA,"CTA-445C9.15",60,69,103,42,170,191,45,49
"ENSG00000260066","ENSG00000260066","CTD-2587M23.1",NA,"lincRNA",1725264,1728287,"5",1,NA,"CTD-2587M23.1",0,0,0,0,0,0,0,0
"ENSG00000260067","ENSG00000260067","RP11-98C8.1",NA,"pseudogene",49100478,49100640,"16",-1,NA,"RP11-98C8.1",0,0,0,0,0,0,0,0
"ENSG00000260068","ENSG00000260068","RP11-439I14.3",NA,"pseudogene",64772226,64772467,"16",1,NA,"RP11-439I14.3",0,0,0,0,0,0,0,0
"ENSG00000260069","ENSG00000260069","TBC1D3B",NA,"protein_coding",34493132,34503984,"HG75_PATCH",-1,NA,"TBC1D3B",0,0,0,0,0,0,0,0
"ENSG00000260070","ENSG00000260070","RP11-182J23.1",NA,"antisense",36359384,36360088,"7",1,NA,"RP11-182J23.1",0,0,1,1,0,0,0,0
"ENSG00000260071","ENSG00000260071","RP11-418I22.2",NA,"lincRNA",9560512,9611421,"16",1,NA,"RP11-418I22.2",0,0,0,0,0,0,0,0
"ENSG00000260072","ENSG00000260072","CTD-2313J23.1",NA,"lincRNA",24484119,24506498,"16",-1,NA,"CTD-2313J23.1",0,0,0,0,1,1,0,0
"ENSG00000260073","ENSG00000260073","RP11-488I20.9",NA,"lincRNA",34427061,34430032,"16",-1,NA,"RP11-488I20.9",0,0,0,0,0,0,0,0
"ENSG00000260074","ENSG00000260074","TRBV6-9",NA,"TR_V_gene",142248910,142249342,"HG7_PATCH",1,NA,"TRBV6-9",0,0,0,0,0,0,0,0
"ENSG00000260075","ENSG00000260075","NSFP1",NA,"pseudogene",44450221,44564507,"17",1,NA,"NSFP1",381,311,491,263,645,751,357,384
"ENSG00000260076","ENSG00000260076","TRBV23-1",NA,"TR_V_gene",142387533,142388029,"HG7_PATCH",1,NA,"TRBV23-1",0,0,0,0,0,0,0,0
"ENSG00000260077","ENSG00000260077","RP11-254F7.2",NA,"lincRNA",10179219,10180790,"2",-1,NA,"RP11-254F7.2",76,34,136,50,88,40,115,79
"ENSG00000260078","ENSG00000260078","RP11-44F14.1",NA,"pseudogene",53398894,53406995,"16",-1,NA,"RP11-44F14.1",0,0,0,1,1,0,0,0
"ENSG00000260079","ENSG00000260079","OR4C48P",NA,"pseudogene",50040322,50041219,"HG281_PATCH",1,NA,"OR4C48P",0,0,0,0,0,0,0,0
"ENSG00000260080","ENSG00000260080","TRBV7-3",NA,"TR_V_gene",142105845,142106351,"HG7_PATCH",1,NA,"TRBV7-3",0,0,0,0,0,0,0,0
"ENSG00000260081","ENSG00000260081","RP11-66N11.8",NA,"antisense",152864795,152869808,"X",1,NA,"RP11-66N11.8",9,8,10,5,7,7,7,7
"ENSG00000260082","ENSG00000260082","RP11-2C24.5",NA,"pseudogene",30832389,30833431,"16",-1,NA,"RP11-2C24.5",1,1,0,0,1,0,1,4
"ENSG00000260083","ENSG00000260083","MIR4519",NA,"antisense",30886543,30906541,"16",1,NA,"MIR4519",2,6,7,1,11,3,3,4
"ENSG00000260084","ENSG00000260084","RP11-615I2.1",NA,"antisense",68607685,68623415,"16",-1,NA,"RP11-615I2.1",0,1,0,0,0,1,0,0
"ENSG00000260086","ENSG00000260086","RP11-42I10.1",NA,"lincRNA",48657347,48778553,"16",1,NA,"RP11-42I10.1",16,10,11,3,10,9,8,6
"ENSG00000260087","ENSG00000260087","PCMTD1P2",NA,"pseudogene",33941656,33942010,"16",1,NA,"PCMTD1P2",3,2,1,0,1,3,0,0
"ENSG00000260088","ENSG00000260088","RP11-92G12.3",NA,"lincRNA",200638635,200663378,"1",1,NA,"RP11-92G12.3",1,3,2,0,5,1,6,0
"ENSG00000260089","ENSG00000260089","ADAM3B",NA,"pseudogene",49551673,49552512,"16",-1,NA,"ADAM3B",0,0,0,0,0,0,0,0
"ENSG00000260090","ENSG00000260090","RP11-292D4.3",NA,"lincRNA",147926644,147930297,"4",1,NA,"RP11-292D4.3",0,0,0,0,0,0,0,0
"ENSG00000260091","ENSG00000260091","RP11-33B1.4",NA,"lincRNA",120330488,120331388,"4",1,NA,"RP11-33B1.4",16,17,46,23,55,51,37,27
"ENSG00000260092","ENSG00000260092","RP11-77K12.7",NA,"protein_coding",75562430,75579326,"16",-1,NA,"RP11-77K12.7",0,0,0,0,0,0,0,0
"ENSG00000260093","ENSG00000260093","RP11-1E4.1",NA,"antisense",9907995,9911764,"8",-1,NA,"RP11-1E4.1",1,1,1,0,2,1,1,1
"ENSG00000260094","ENSG00000260094","LINC00564",NA,"lincRNA",81800000,81801118,"13",-1,NA,"LINC00564",0,0,0,0,0,0,0,0
"ENSG00000260095","ENSG00000260095","RP11-715J22.3",NA,"antisense",2502582,2502978,"16",-1,NA,"RP11-715J22.3",0,1,1,1,0,0,2,0
"ENSG00000260096","ENSG00000260096","DNM1P33",NA,"pseudogene",74355121,74356126,"15",1,NA,"DNM1P33",0,0,0,0,0,0,0,0
"ENSG00000260097","ENSG00000260097","SPDYE6",NA,"pseudogene",101991668,101998241,"HG115_PATCH",-1,NA,"SPDYE6",0,0,0,0,0,0,0,0
"ENSG00000260099","ENSG00000260099","ADAMTS13",NA,"protein_coding",136289893,136334921,"HG79_PATCH",1,NA,"ADAMTS13",0,0,0,0,0,0,0,0
"ENSG00000260100","ENSG00000260100","RP11-220I1.5",NA,"lincRNA",37078810,37079773,"9",-1,NA,"RP11-220I1.5",0,0,0,0,2,0,0,0
"ENSG00000260101","ENSG00000260101","RP11-568N6.1",NA,"lincRNA",64749321,64751227,"2",-1,NA,"RP11-568N6.1",5,2,7,4,7,3,6,4
"ENSG00000260102","ENSG00000260102","LINC01070",NA,"lincRNA",112851664,112855314,"13",1,NA,"LINC01070",0,0,0,0,0,0,0,0
"ENSG00000260103","ENSG00000260103","RP11-10O17.1",NA,"pseudogene",74770411,74782627,"15",-1,NA,"RP11-10O17.1",2,0,4,4,1,2,1,2
"ENSG00000260104","ENSG00000260104","RP11-817O13.1",NA,"pseudogene",75541573,75541748,"15",-1,NA,"RP11-817O13.1",0,0,1,0,0,0,0,0
"ENSG00000260105","ENSG00000260105","AOC4P",NA,"pseudogene",41017939,41026386,"17",1,NA,"AOC4P",19,15,18,13,5,14,36,56
"ENSG00000260106","ENSG00000260106","TRBV5-6",NA,"TR_V_gene",142221545,142222051,"HG7_PATCH",1,NA,"TRBV5-6",0,0,0,0,0,0,0,0
"ENSG00000260107","ENSG00000260107","AC005606.15",NA,"lincRNA",2047655,2048375,"16",1,NA,"AC005606.15",0,0,0,0,0,0,0,0
"ENSG00000260108","ENSG00000260108","RP11-140H17.1",NA,"3prime_overlapping_ncrna",69497747,69500167,"16",1,NA,"RP11-140H17.1",0,0,0,0,0,0,0,0
"ENSG00000260109","ENSG00000260109","RP11-883G10.1",NA,"pseudogene",68277397,68278626,"15",1,NA,"RP11-883G10.1",0,0,0,0,0,0,0,0
"ENSG00000260111","ENSG00000260111","RP11-529K1.4",NA,"antisense",70413360,70433405,"16",1,NA,"RP11-529K1.4",0,0,0,0,0,0,0,0
"ENSG00000260112","ENSG00000260112","CTC-543D15.1",NA,"pseudogene",9628826,9630017,"19",1,NA,"CTC-543D15.1",0,0,0,0,0,0,0,0
"ENSG00000260113","ENSG00000260113","RP11-146F11.2",NA,"pseudogene",30638297,30638499,"16",1,NA,"RP11-146F11.2",0,0,0,0,0,0,0,0
"ENSG00000260114","ENSG00000260114","CTD-2574D22.4",NA,"sense_intronic",29930957,29933226,"16",-1,NA,"CTD-2574D22.4",19,17,19,7,41,33,24,17
"ENSG00000260115","ENSG00000260115","CTC-420A11.2",NA,"antisense",61952225,61974601,"16",1,NA,"CTC-420A11.2",0,0,0,0,0,0,0,0
"ENSG00000260116","ENSG00000260116","TRBV6-6",NA,"TR_V_gene",142191056,142191532,"HG7_PATCH",1,NA,"TRBV6-6",0,0,0,0,0,0,0,0
"ENSG00000260117","ENSG00000260117","CHAMP1",NA,"protein_coding",115079988,115092796,"HG531_PATCH",1,NA,"CHAMP1",0,0,0,0,0,0,0,0
"ENSG00000260118","ENSG00000260118","RP6-201G10.2",NA,"lincRNA",67233312,67234743,"X",-1,NA,"RP6-201G10.2",0,2,1,0,0,0,1,1
"ENSG00000260119","ENSG00000260119","TRPV6",NA,"protein_coding",142632169,142646705,"HG7_PATCH",-1,NA,"TRPV6",0,0,0,0,0,0,0,0
"ENSG00000260120","ENSG00000260120","RP11-177B4.2",NA,"lincRNA",53546776,53558816,"4",1,NA,"RP11-177B4.2",0,0,0,0,0,0,0,0
"ENSG00000260121","ENSG00000260121","RP5-1142A6.9",NA,"antisense",88785023,88786867,"16",1,NA,"RP5-1142A6.9",23,19,22,16,24,39,26,21
"ENSG00000260122","ENSG00000260122","RP11-923I11.3",NA,"lincRNA",52203489,52204384,"12",-1,NA,"RP11-923I11.3",0,0,0,0,0,0,0,0
"ENSG00000260123","ENSG00000260123","RP11-326A19.4",NA,"lincRNA",89584454,89626050,"15",1,NA,"RP11-326A19.4",1,0,1,0,1,2,2,0
"ENSG00000260125","ENSG00000260125","AGBL1-AS1",NA,"antisense",86838880,86860404,"15",-1,NA,"AGBL1-AS1",0,0,0,0,0,0,0,0
"ENSG00000260126","ENSG00000260126","RP11-14N9.2",NA,"lincRNA",16752084,16757992,"16",1,NA,"RP11-14N9.2",0,0,0,0,0,0,0,0
"ENSG00000260128","ENSG00000260128","ULK4P2",NA,"pseudogene",30864941,30892918,"15",1,NA,"ULK4P2",36,39,50,36,5,5,18,25
"ENSG00000260129","ENSG00000260129","DUX4L3",NA,"protein_coding",191008860,191010142,"HG1032_PATCH",1,NA,"DUX4L3",0,0,0,0,0,0,0,0
"ENSG00000260130","ENSG00000260130","MYOM2",NA,"protein_coding",1993155,2113475,"HG19_PATCH",1,NA,"MYOM2",0,0,0,0,0,0,0,0
"ENSG00000260131","ENSG00000260131","LINC00556",NA,"antisense",20755670,20756081,"13",1,NA,"LINC00556",0,0,0,0,0,0,1,0
"ENSG00000260132","ENSG00000260132","LA16c-312E8.2",NA,"antisense",1458835,1462249,"16",1,NA,"LA16c-312E8.2",0,1,0,0,0,0,0,0
"ENSG00000260133","ENSG00000260133","CA5AP1",NA,"pseudogene",29630106,29647649,"16",-1,NA,"CA5AP1",0,0,0,0,0,0,0,0
"ENSG00000260134","ENSG00000260134","RP11-14K3.2",NA,"pseudogene",34809205,34809865,"16",1,NA,"RP11-14K3.2",0,0,0,0,0,0,0,0
